PO_ID,Supplier_ID,Supplier_Name,Region,Country,Product_Category,Product_SKU,Unit_Cost_USD,Lead_Time_Days,OTD_Rate_Pct,Defect_Rate_Pct,Compliance_Score,Contract_Tier,Payment_Terms_Days,MOQ_Units,Annual_Volume_Units,Risk_Level,Certifications,Last_Audit_Date,Sustainability_Score,Active_Disruptions,Alt_Supplier_ID,PO_Quarter,Units_Ordered,Units_Delivered_On_Time,Units_Rejected,PO_Value_USD
PO-10100,SUP-100,Orinoco Pack SAPI,LATAM,Venezuela,Packaging Materials,SKU-PM-1023,1.05,47,81.5,3.15,61,Tier-3,30,19808,79434,Low,ISO9001,2024-08-31,62,None,SUP-067,Q2-2023,60113,48992,1893,63118.65
PO-10101,SUP-101,Quetzal Textiles,LATAM,Guatemala,Industrial Textiles,SKU-IT-1014,3.2,30,73.7,2.73,67,Tier-3,30,15535,674394,Medium,ISO9001,2023-03-28,32,None,SUP-043,Q2-2023,38042,28036,1038,121734.4
PO-10102,SUP-102,Crestline Chemical Supply,NA,USA,Raw Materials,SKU-RM-1018,12.92,36,93.8,0.39,87,Tier-1,60,4693,314070,Low,ISO9001;ISO14001;OSHA,2023-12-13,92,None,SUP-036,Q3-2024,17381,16303,67,224562.52
PO-10103,SUP-103,Fenwick Alloy Solutions,NA,USA,Specialty Alloys,SKU-SA-1017,26.7,32,95.8,0.19,90,Tier-1,60,2727,172118,Low,ISO9001;NADCAP;AS9100,2023-03-25,72,None,SUP-099,Q3-2023,5457,5227,10,145701.9
PO-10104,SUP-104,Ridgecroft Textiles,NA,USA,Industrial Textiles,SKU-IT-1015,3.88,33,94.7,0.34,91,Tier-1,60,1456,351972,High,OEKO-TEX;ISO9001;OSHA,2024-06-23,79,Port closure risk,SUP-071,Q2-2024,2502,2369,8,9707.76
PO-10105,SUP-105,Lakeshore Components,NA,USA,Mechanical Components,SKU-MC-1017,4.28,27,89.1,1.24,96,Tier-1,60,1876,152298,Low,ISO9001;IATF16949;OSHA,2023-03-21,81,None,SUP-018,Q3-2023,3145,2802,38,13460.6
PO-10106,SUP-106,BlueMesa Polymers,NA,USA,Raw Materials,SKU-RM-1019,11.07,41,91.4,1.44,96,Tier-1,60,709,387041,Low,ISO9001;ISO14001;OSHA,2023-06-16,94,None,SUP-067,Q3-2024,1340,1224,19,14833.8
PO-10107,SUP-107,Cascade Pack Corp,NA,USA,Packaging Materials,SKU-PM-1024,1.82,36,90.1,1.28,99,Tier-1,60,757,255408,High,FSC;ISO14001;ISO9001,2023-08-28,95,Regulatory enforcement pending,SUP-070,Q1-2024,2595,2338,33,4722.9
PO-10108,SUP-108,Appalachian Alloys,NA,USA,Specialty Alloys,SKU-SA-1018,34.13,18,87.1,1.27,92,Tier-2,45,14053,1522512,High,ISO9001;NADCAP,2024-05-29,78,Regulatory enforcement pending,SUP-091,Q1-2024,39079,34037,496,1333766.27
PO-10109,SUP-109,Gulf Coast Mech,NA,USA,Mechanical Components,SKU-MC-1018,4.52,20,87.0,3.11,73,Tier-2,45,3709,1444649,Low,ISO9001;IATF16949,2023-03-27,86,None,SUP-085,Q2-2023,8379,7289,260,37873.08
PO-10110,SUP-110,Texarkana Fiber Inc,NA,USA,Industrial Textiles,SKU-IT-1016,3.35,14,91.0,1.16,83,Tier-2,45,9275,1812750,High,OEKO-TEX;ISO9001,2024-05-29,57,Labour strike risk,SUP-048,Q1-2023,22266,20262,258,74591.1
PO-10111,SUP-111,Ohio Valley Electronics,NA,USA,Electronic Components,SKU-EC-1016,7.48,22,84.4,1.48,69,Tier-2,45,5246,1859880,Low,ISO9001;RoHS,2024-04-28,71,None,SUP-013,Q1-2023,9946,8394,147,74396.08
PO-10112,SUP-112,Maplewood Polymer Corp,NA,Canada,Raw Materials,SKU-RM-1020,7.72,13,96.0,0.34,95,Tier-1,60,555,174177,Medium,ISO9001;ISO14001;REACH,2023-10-23,84,Geopolitical tension flag,SUP-074,Q3-2024,782,750,2,6037.04
PO-10113,SUP-113,Pinnacle Resin Co,NA,Canada,Raw Materials,SKU-RM-1021,8.42,31,82.0,0.74,74,Tier-2,45,16978,231716,Medium,ISO9001;REACH,2024-06-11,74,Seasonal flood risk,SUP-066,Q1-2023,58393,47882,432,491669.06
PO-10114,SUP-114,Rockies Pack Inc,NA,Canada,Packaging Materials,SKU-PM-1025,1.92,23,87.8,2.41,76,Tier-2,45,9882,1296768,Low,FSC;ISO9001,2024-06-22,75,None,SUP-066,Q2-2024,12099,10622,291,23230.08
PO-10115,SUP-115,Caribou Alloy Works,NA,Canada,Specialty Alloys,SKU-SA-1019,27.51,39,87.2,2.6,83,Tier-2,45,17405,191298,Low,ISO9001;NADCAP,2023-03-11,83,None,SUP-095,Q1-2023,40807,35583,1060,1122600.57
PO-10116,SUP-116,Prairie Mech Corp,NA,Canada,Mechanical Components,SKU-MC-1019,2.31,35,83.9,2.45,87,Tier-2,45,12895,379780,Medium,ISO9001;IATF16949,2024-05-05,54,Regulatory audit pending,SUP-083,Q3-2023,43344,36365,1061,100124.64
PO-10117,SUP-001,Orrentek Precision Mfg,APAC,China,Electronic Components,SKU-EC-1017,5.23,37,95.3,1.48,82,Tier-1,60,702,193848,Medium,ISO9001;ISO14001;RoHS,2024-07-10,92,None,SUP-042,Q1-2024,2333,2223,34,12201.59
PO-10118,SUP-002,Zhenlong ElectroCo,APAC,China,Electronic Components,SKU-EC-1018,6.99,39,86.0,0.5,87,Tier-2,45,3566,1915710,Low,ISO9001;RoHS,2024-01-31,60,None,SUP-058,Q3-2024,10770,9262,53,75282.3
PO-10119,SUP-003,Wanlong Composites Ltd,APAC,China,Raw Materials,SKU-RM-1022,17.02,37,83.8,0.92,89,Tier-2,45,19015,659353,Medium,ISO9001,2023-10-28,79,None,SUP-059,Q3-2023,54763,45891,503,932066.26
PO-10120,SUP-004,Yangtze Fiber Materials,APAC,China,Industrial Textiles,SKU-IT-1017,4.2,31,83.5,0.62,88,Tier-2,45,15962,449479,Medium,OEKO-TEX;ISO9001,2024-03-21,66,None,SUP-098,Q2-2024,56256,46973,348,236275.2
PO-10121,SUP-005,Huabei Circuit Systems,APAC,China,Electronic Components,SKU-EC-1019,8.92,33,91.2,1.77,81,Tier-1,60,3376,309004,Medium,ISO9001;AEC-Q100;RoHS,2023-05-10,72,None,SUP-024,Q4-2024,3946,3598,69,35198.32
PO-10122,SUP-006,Dongfeng Castings Co,APAC,China,Mechanical Components,SKU-MC-1020,2.84,30,79.1,2.58,78,Tier-2,45,3061,1368975,Medium,ISO9001;IATF16949,2024-08-10,71,Port congestion risk,SUP-054,Q4-2024,4320,3417,111,12268.8
PO-10123,SUP-007,Longhua Polymer Works,APAC,China,Raw Materials,SKU-RM-1023,11.72,25,63.7,2.41,60,Tier-3,30,5849,235085,Medium,ISO9001,2024-04-01,47,Seasonal flood risk,SUP-023,Q1-2024,14378,9158,346,168510.16
PO-10124,SUP-008,Shengda Pack Industries,APAC,China,Packaging Materials,SKU-PM-1026,1.32,16,81.6,2.11,89,Tier-2,45,4426,1048002,Low,FSC;ISO9001,2023-12-22,79,None,SUP-112,Q2-2024,15367,12539,324,20284.44
PO-10125,SUP-009,Tianhe Alloy Group,APAC,China,Specialty Alloys,SKU-SA-1020,17.1,34,90.1,1.94,76,Tier-2,45,7704,1764501,High,ISO9001,2024-05-20,67,Political instability flag,SUP-111,Q3-2023,15461,13930,299,264383.1
PO-10126,SUP-010,Bohai Electronics,APAC,China,Electronic Components,SKU-EC-1020,6.32,26,60.7,3.03,61,Tier-3,30,7825,108941,High,ISO9001;RoHS,2024-08-11,59,Regulatory enforcement pending,SUP-078,Q3-2024,21241,12893,643,134243.12
PO-10127,SUP-011,Dravex Components India,APAC,India,Mechanical Components,SKU-MC-1021,7.56,51,62.0,4.41,70,Tier-3,30,16289,174568,Medium,ISO9001,2024-03-19,34,Geopolitical tension flag,SUP-087,Q3-2023,24745,15341,1091,187072.2
PO-10128,SUP-012,Bharat Precision Works,APAC,India,Mechanical Components,SKU-MC-1022,6.6,17,86.5,2.83,70,Tier-2,45,7307,776668,Low,ISO9001;IATF16949,2023-09-14,81,None,SUP-011,Q1-2024,9891,8555,279,65280.6
PO-10129,SUP-013,IndoTech Fab Ltd,APAC,India,Electronic Components,SKU-EC-1021,5.9,31,81.3,3.08,75,Tier-2,45,19481,295933,Medium,ISO9001;RoHS,2024-09-11,56,Seasonal flood risk,SUP-033,Q3-2023,62651,50935,1929,369640.9
PO-10130,SUP-014,Deccan Polymer Mfg,APAC,India,Raw Materials,SKU-RM-1024,11.67,34,69.1,4.25,51,Tier-3,30,11907,639929,Low,ISO9001,2024-05-09,31,None,SUP-012,Q1-2024,31705,21908,1347,369997.35
PO-10131,SUP-015,Narmada Pack Solutions,APAC,India,Packaging Materials,SKU-PM-1027,1.87,34,82.2,2.66,79,Tier-2,45,3963,431518,Medium,FSC;ISO9001,2023-11-23,67,None,SUP-059,Q3-2023,9084,7467,241,16987.08
PO-10132,SUP-016,Konkan Textile Mills,APAC,India,Industrial Textiles,SKU-IT-1018,2.4,28,90.5,2.81,79,Tier-2,45,5479,769234,Medium,OEKO-TEX;ISO9001,2023-02-21,56,Tariff adjustment pending,SUP-048,Q3-2023,8651,7829,243,20762.4
PO-10133,SUP-017,Sahyadri Alloy Tech,APAC,India,Specialty Alloys,SKU-SA-1021,22.8,28,67.8,2.47,69,Tier-3,30,15729,645748,Medium,ISO9001,2023-11-12,56,None,SUP-081,Q4-2024,48415,32825,1195,1103862.0
PO-10134,SUP-018,Deltaforge Vietnam,APAC,Vietnam,Mechanical Components,SKU-MC-1023,3.42,33,73.4,1.5,62,Tier-3,30,12049,651680,Medium,ISO9001,2024-07-03,62,Tariff adjustment pending,SUP-095,Q4-2024,30775,22588,461,105250.5
PO-10135,SUP-019,Saigon Precision Works,APAC,Vietnam,Electronic Components,SKU-EC-1022,3.27,36,78.1,0.7,71,Tier-2,45,15213,867426,Medium,ISO9001;RoHS,2023-10-23,64,Seasonal flood risk,SUP-044,Q2-2024,51469,40197,360,168303.63
PO-10136,SUP-020,MeKong Pack Co,APAC,Vietnam,Packaging Materials,SKU-PM-1028,1.94,25,62.0,2.86,74,Tier-3,30,9216,141377,Medium,FSC;ISO9001,2023-05-28,65,Port congestion risk,SUP-092,Q2-2024,33954,21051,971,65870.76
PO-10137,SUP-021,HanoiTex Industries,APAC,Vietnam,Industrial Textiles,SKU-IT-1019,3.56,16,81.4,1.83,83,Tier-2,45,12913,1786038,Low,OEKO-TEX;ISO9001,2024-09-19,50,None,SUP-020,Q3-2023,34406,28006,629,122485.36
PO-10138,SUP-022,DaNang Metal Works,APAC,Vietnam,Mechanical Components,SKU-MC-1024,4.86,50,68.6,2.5,69,Tier-3,30,21702,598198,High,ISO9001,2023-12-06,49,Regulatory enforcement pending,SUP-011,Q1-2023,45842,31447,1146,222792.12
PO-10139,SUP-023,Hanguk Circuit Works,APAC,South Korea,Electronic Components,SKU-EC-1023,5.43,9,95.7,1.77,98,Tier-1,60,5289,288821,Medium,ISO9001;AEC-Q100,2023-02-22,79,Regulatory audit pending,SUP-098,Q4-2023,17108,16372,302,92896.44
PO-10140,SUP-024,Seoultech Micro,APAC,South Korea,Electronic Components,SKU-EC-1024,7.5,33,87.9,0.88,87,Tier-2,45,9936,166208,Low,ISO9001;RoHS,2024-03-04,72,None,SUP-027,Q4-2024,20215,17768,177,151612.5
PO-10141,SUP-025,Koryo Alloy Systems,APAC,South Korea,Specialty Alloys,SKU-SA-1022,13.3,38,89.7,1.27,93,Tier-1,60,910,410029,Medium,ISO9001;NADCAP,2024-01-21,86,Port congestion risk,SUP-110,Q4-2024,3062,2746,38,40724.6
PO-10142,SUP-026,Hangang Steel Parts,APAC,South Korea,Mechanical Components,SKU-MC-1025,5.44,33,83.3,0.88,84,Tier-2,45,10662,1379423,Medium,ISO9001;IATF16949,2023-11-01,69,Port congestion risk,SUP-098,Q1-2024,18030,15018,158,98083.2
PO-10143,SUP-027,Busan Pack Corp,APAC,South Korea,Packaging Materials,SKU-PM-1029,1.17,23,91.1,2.37,89,Tier-2,45,10960,703538,Medium,FSC;ISO9001,2023-05-30,79,Tariff adjustment pending,SUP-026,Q3-2024,33578,30589,795,39286.26
PO-10144,SUP-028,Hokkaido Alloy Tech,APAC,Japan,Specialty Alloys,SKU-SA-1023,16.07,24,91.3,0.59,82,Tier-1,60,4324,152190,High,ISO9001;NADCAP;AS9100,2024-08-23,81,Typhoon season disruption,SUP-046,Q2-2023,14411,13157,85,231584.77
PO-10145,SUP-029,Kinki Precision Corp,APAC,Japan,Electronic Components,SKU-EC-1025,5.51,11,90.8,0.19,96,Tier-1,60,1220,256688,Medium,ISO9001;AEC-Q100;RoHS,2024-07-17,77,Geopolitical tension flag,SUP-012,Q3-2023,1241,1126,2,6837.91
PO-10146,SUP-030,Osaka Polymer Systems,APAC,Japan,Raw Materials,SKU-RM-1025,15.81,26,99.2,0.37,95,Tier-1,60,3031,189639,Medium,ISO9001;ISO14001;REACH,2023-02-08,85,None,SUP-114,Q4-2023,11798,11703,43,186526.38
PO-10147,SUP-031,Sendai Mech Works,APAC,Japan,Mechanical Components,SKU-MC-1026,8.35,33,98.5,0.4,85,Tier-1,60,4458,137680,High,ISO9001;IATF16949,2023-11-02,71,Typhoon season disruption,SUP-028,Q1-2023,4609,4539,18,38485.15
PO-10148,SUP-032,Kyushu Textile Co,APAC,Japan,Industrial Textiles,SKU-IT-1020,4.55,42,94.5,0.28,90,Tier-1,60,4695,298952,Low,OEKO-TEX;ISO9001;ISO14001,2023-04-26,79,None,SUP-092,Q1-2024,7854,7422,21,35735.7
PO-10149,SUP-033,PrecisionForge Taiyuan,APAC,Taiwan,Mechanical Components,SKU-MC-1027,5.22,29,91.8,1.34,88,Tier-1,60,2816,337680,Low,ISO9001;IATF16949,2024-06-11,92,None,SUP-027,Q3-2024,9823,9017,131,51276.06
PO-10150,SUP-034,Formosa Circuit Co,APAC,Taiwan,Electronic Components,SKU-EC-1026,3.46,38,91.8,0.78,83,Tier-1,60,3050,170048,High,ISO9001;AEC-Q100;RoHS,2023-11-06,75,Regulatory enforcement pending,SUP-015,Q1-2024,8450,7757,65,29237.0
PO-10151,SUP-035,Yulon Alloy Mfg,APAC,Taiwan,Specialty Alloys,SKU-SA-1024,17.24,13,87.9,2.0,75,Tier-2,45,5873,1076004,Medium,ISO9001,2023-10-30,71,Seasonal flood risk,SUP-034,Q1-2024,9720,8543,194,167572.8
PO-10152,SUP-036,Kaohsiung Pack Co,APAC,Taiwan,Packaging Materials,SKU-PM-1030,2.86,35,84.2,1.02,71,Tier-2,45,14242,972091,Low,FSC;ISO9001,2024-09-02,78,None,SUP-023,Q4-2023,30459,25646,310,87112.74
PO-10153,SUP-037,Straits Packaging Hub,APAC,Singapore,Packaging Materials,SKU-PM-1031,0.98,12,98.0,0.24,94,Tier-1,60,5021,98829,Medium,ISO9001;ISO14001,2023-12-02,86,Seasonal flood risk,SUP-063,Q3-2023,7716,7561,18,7561.68
PO-10154,SUP-038,SingaMold Tech,APAC,Singapore,Mechanical Components,SKU-MC-1028,6.45,13,97.8,0.85,86,Tier-1,60,4580,273561,Low,ISO9001;IATF16949,2023-03-01,92,None,SUP-092,Q4-2024,13819,13514,117,89132.55
PO-10155,SUP-039,Krungsri Moldtech,APAC,Thailand,Mechanical Components,SKU-MC-1029,2.8,38,87.5,2.28,76,Tier-2,45,2098,1664065,Medium,ISO9001;IATF16949,2023-03-03,49,Tariff adjustment pending,SUP-084,Q2-2023,6531,5714,148,18286.8
PO-10156,SUP-040,ChaoPhaya Pack,APAC,Thailand,Packaging Materials,SKU-PM-1032,2.55,17,93.9,0.59,82,Tier-2,45,6437,1706057,Low,FSC;ISO9001,2024-01-22,50,None,SUP-088,Q3-2024,21134,19844,124,53891.7
PO-10157,SUP-041,Archipelago PCB Corp,APAC,Philippines,Electronic Components,SKU-EC-1027,9.27,40,70.1,3.45,71,Tier-3,30,8887,227143,Medium,ISO9001,2023-01-24,64,None,SUP-019,Q4-2023,9000,6309,310,83430.0
PO-10158,SUP-042,Visayas Textile Co,APAC,Philippines,Industrial Textiles,SKU-IT-1021,3.16,42,86.4,2.73,73,Tier-3,30,12525,299535,Medium,OEKO-TEX;ISO9001,2024-03-05,64,None,SUP-039,Q2-2023,14636,12645,399,46249.76
PO-10159,SUP-043,Tasman Circuit Boards,APAC,Australia,Electronic Components,SKU-EC-1028,6.62,14,95.1,1.69,80,Tier-1,60,5265,57603,Low,ISO9001;AEC-Q100;RoHS,2024-03-25,77,None,SUP-075,Q1-2023,11855,11274,200,78480.1
PO-10160,SUP-044,Broken Hill Alloys,APAC,Australia,Specialty Alloys,SKU-SA-1025,29.64,26,90.7,0.47,81,Tier-1,60,2318,467706,Low,ISO9001;NADCAP,2023-11-06,74,None,SUP-005,Q2-2024,4258,3862,20,126207.12
PO-10161,SUP-045,Sibertek Molding,APAC,Russia,Mechanical Components,SKU-MC-1030,8.23,35,83.7,4.45,66,Tier-3,30,6997,623761,Medium,ISO9001,2024-05-22,44,None,SUP-010,Q3-2024,25211,21101,1121,207486.53
PO-10162,SUP-046,Krauss-Polymex GmbH,EMEA,Germany,Raw Materials,SKU-RM-1026,8.74,34,88.5,0.69,92,Tier-1,60,3744,118233,Low,REACH;ISO9001;ISO14001,2023-11-04,95,None,SUP-107,Q4-2023,7436,6580,51,64990.64
PO-10163,SUP-047,Rheinwerk Precision AG,EMEA,Germany,Mechanical Components,SKU-MC-1031,2.55,34,97.9,0.35,94,Tier-1,60,4965,317868,Low,ISO9001;IATF16949,2024-01-15,71,None,SUP-090,Q2-2023,12334,12074,43,31451.7
PO-10164,SUP-048,Berliner Pack GmbH,EMEA,Germany,Packaging Materials,SKU-PM-1033,2.85,10,89.1,1.33,86,Tier-1,60,996,138651,Low,FSC;ISO14001;ISO9001,2023-08-02,71,None,SUP-004,Q4-2023,2959,2636,39,8433.15
PO-10165,SUP-049,Munich Alloy Technik,EMEA,Germany,Specialty Alloys,SKU-SA-1026,26.54,15,98.0,0.67,80,Tier-1,60,4323,167188,High,ISO9001;NADCAP;AS9100,2023-10-17,76,Port closure risk,SUP-080,Q2-2024,17029,16688,114,451949.66
PO-10166,SUP-050,Dresdner Textilwerk,EMEA,Germany,Industrial Textiles,SKU-IT-1022,2.54,28,84.5,1.89,78,Tier-2,45,18294,1077281,Low,OEKO-TEX;ISO9001,2024-01-15,67,None,SUP-032,Q2-2024,31606,26707,597,80279.24
PO-10167,SUP-051,Toreval Electronics,EMEA,France,Electronic Components,SKU-EC-1029,6.89,24,91.6,0.18,87,Tier-1,60,4932,346200,Low,ISO9001;AEC-Q100;RoHS,2024-01-24,93,None,SUP-077,Q2-2024,8700,7969,15,59943.0
PO-10168,SUP-052,Lyon Polymer SAS,EMEA,France,Raw Materials,SKU-RM-1027,18.54,29,94.6,0.52,97,Tier-1,60,2508,440220,High,ISO9001;ISO14001;REACH,2023-12-27,90,Regulatory enforcement pending,SUP-111,Q3-2023,8510,8050,44,157775.4
PO-10169,SUP-053,Bordeaux Pack SAS,EMEA,France,Packaging Materials,SKU-PM-1034,1.0,29,80.9,2.42,82,Tier-2,45,3924,1198791,High,FSC;ISO14001;ISO9001,2023-05-21,59,Labour strike risk,SUP-035,Q1-2023,10680,8640,258,10680.0
PO-10170,SUP-054,Lumivex Semiconductor NL,EMEA,Netherlands,Electronic Components,SKU-EC-1030,7.71,37,97.7,0.49,84,Tier-1,60,3457,71693,Low,ISO9001;AEC-Q100;RoHS,2023-01-07,70,None,SUP-116,Q4-2024,3714,3628,18,28634.94
PO-10171,SUP-055,Rotterdam Chem BV,EMEA,Netherlands,Raw Materials,SKU-RM-1028,12.99,42,94.1,0.8,80,Tier-1,60,2748,48987,Medium,ISO9001;ISO14001;REACH,2023-04-09,86,Tariff adjustment pending,SUP-043,Q3-2023,4501,4235,36,58467.99
PO-10172,SUP-056,Solveig Eco Packaging,EMEA,Sweden,Packaging Materials,SKU-PM-1035,1.71,30,94.0,0.51,99,Tier-1,60,2589,456775,Low,FSC;ISO14001;ISO9001,2023-08-20,86,None,SUP-115,Q4-2023,8300,7802,42,14193.0
PO-10173,SUP-057,Norrsken Textiles AB,EMEA,Sweden,Industrial Textiles,SKU-IT-1023,3.31,10,91.4,1.51,82,Tier-1,60,1165,252482,High,OEKO-TEX;ISO9001;ISO14001,2023-06-25,90,Labour strike risk,SUP-023,Q1-2023,4043,3695,61,13382.33
PO-10174,SUP-058,Norbec Alloy Works,EMEA,Norway,Specialty Alloys,SKU-SA-1027,18.51,14,89.0,1.54,90,Tier-1,60,4726,62309,High,ISO9001;ISO14001;AS9100,2023-10-15,88,Regulatory enforcement pending,SUP-093,Q1-2023,5944,5290,91,110023.44
PO-10175,SUP-059,Fjord Polymer AS,EMEA,Norway,Raw Materials,SKU-RM-1029,14.33,28,98.3,1.06,81,Tier-1,60,528,148610,High,ISO9001;ISO14001;REACH,2024-07-31,75,Port closure risk,SUP-069,Q1-2024,860,845,9,12323.8
PO-10176,SUP-060,Nordloom Finland Oy,EMEA,Finland,Industrial Textiles,SKU-IT-1024,5.04,29,90.8,1.52,92,Tier-1,60,3544,436156,Medium,OEKO-TEX;ISO9001;ISO14001,2023-12-21,91,Geopolitical tension flag,SUP-037,Q2-2023,11748,10667,178,59209.92
PO-10177,SUP-061,Helsinki Pack Oy,EMEA,Finland,Packaging Materials,SKU-PM-1036,1.68,31,78.9,1.62,69,Tier-2,45,14999,1722262,Medium,FSC;ISO9001,2023-12-31,69,Regulatory audit pending,SUP-003,Q4-2024,29950,23630,485,50316.0
PO-10178,SUP-062,Borealis Composites,EMEA,Denmark,Raw Materials,SKU-RM-1030,14.95,32,94.4,0.74,85,Tier-1,60,1102,444838,Low,ISO9001;ISO14001;REACH,2023-06-07,91,None,SUP-072,Q2-2023,2199,2075,16,32875.05
PO-10179,SUP-063,Elsinor Pack AS,EMEA,Denmark,Packaging Materials,SKU-PM-1037,3.05,15,84.5,2.59,71,Tier-2,45,4998,110895,Medium,FSC;ISO9001,2023-03-31,72,Regulatory audit pending,SUP-098,Q2-2023,7168,6056,185,21862.4
PO-10180,SUP-064,Ostwind Composites AG,EMEA,Austria,Raw Materials,SKU-RM-1031,13.25,9,90.2,0.86,97,Tier-1,60,1134,225553,Low,ISO9001;ISO14001;REACH,2023-10-26,86,None,SUP-059,Q3-2024,1184,1067,10,15688.0
PO-10181,SUP-065,Wiener Alloy GmbH,EMEA,Austria,Specialty Alloys,SKU-SA-1028,22.05,19,85.0,2.58,90,Tier-2,45,19075,455641,High,ISO9001;NADCAP,2023-05-30,83,Typhoon season disruption,SUP-104,Q1-2024,51392,43683,1325,1133193.6
PO-10182,SUP-066,Valdoro Special Alloys,EMEA,Italy,Specialty Alloys,SKU-SA-1029,31.54,12,88.7,0.84,93,Tier-1,60,3358,171963,Low,ISO9001;ISO14001;NADCAP,2023-04-20,79,None,SUP-027,Q4-2023,10859,9631,91,342492.86
PO-10183,SUP-067,Braccio Metalli SpA,EMEA,Italy,Specialty Alloys,SKU-SA-1030,20.17,24,80.3,0.42,79,Tier-2,45,12798,1023214,High,ISO9001;NADCAP,2024-05-05,69,Currency volatility flag,SUP-106,Q2-2024,25961,20846,109,523633.37
PO-10184,SUP-068,Milano Textil Srl,EMEA,Italy,Industrial Textiles,SKU-IT-1025,4.49,32,83.3,3.1,77,Tier-2,45,18089,1307706,Medium,OEKO-TEX;ISO9001,2023-04-27,66,Port congestion risk,SUP-057,Q3-2024,42010,34994,1302,188624.9
PO-10185,SUP-069,Ibervex Quimica SL,EMEA,Spain,Raw Materials,SKU-RM-1032,12.51,29,93.8,0.96,84,Tier-2,45,2881,1625076,Medium,ISO9001;REACH,2024-02-23,59,Tariff adjustment pending,SUP-056,Q1-2024,4014,3765,38,50215.14
PO-10186,SUP-070,Catalan Pack SA,EMEA,Spain,Packaging Materials,SKU-PM-1038,1.7,16,89.4,0.79,76,Tier-2,45,15865,1754813,Low,FSC;ISO9001,2024-06-02,63,None,SUP-016,Q3-2024,50885,45491,401,86504.5
PO-10187,SUP-071,Ferralux Gulf FZE,EMEA,UAE,Specialty Alloys,SKU-SA-1031,28.88,42,93.7,2.83,80,Tier-2,45,13781,1571433,Low,ISO9001;ISO14001,2023-12-30,82,None,SUP-082,Q2-2023,30049,28155,850,867815.12
PO-10188,SUP-072,Almaral Steel FZC,EMEA,UAE,Specialty Alloys,SKU-SA-1032,11.4,22,80.8,2.12,85,Tier-2,45,16105,322181,High,ISO9001,2024-04-19,73,Political instability flag,SUP-014,Q2-2024,41738,33724,884,475813.2
PO-10189,SUP-073,Dubai Pack FZE,EMEA,UAE,Packaging Materials,SKU-PM-1039,1.74,12,91.1,2.05,83,Tier-2,45,17819,319255,Medium,FSC;ISO9001,2023-11-16,57,None,SUP-088,Q3-2023,40647,37029,833,70725.78
PO-10190,SUP-074,Novex Fab Polska,EMEA,Poland,Mechanical Components,SKU-MC-1032,5.57,15,83.8,2.6,83,Tier-2,45,16357,1614131,Medium,ISO9001,2023-12-18,78,Port congestion risk,SUP-080,Q2-2023,17837,14947,463,99352.09
PO-10191,SUP-075,Vistula Pack Sp,EMEA,Poland,Packaging Materials,SKU-PM-1040,1.83,28,77.5,3.43,55,Tier-3,30,15845,627044,High,FSC;ISO9001,2024-03-18,45,Port closure risk,SUP-040,Q3-2023,28060,21746,962,51349.8
PO-10192,SUP-076,BalticPrint OU,EMEA,Estonia,Packaging Materials,SKU-PM-1041,1.24,24,84.7,2.46,73,Tier-2,45,2145,1577937,Medium,FSC;ISO9001,2023-04-15,76,Geopolitical tension flag,SUP-064,Q2-2023,6874,5822,169,8523.76
PO-10193,SUP-077,Kovalev Metalburg,EMEA,Czechia,Mechanical Components,SKU-MC-1033,6.91,15,91.6,1.9,78,Tier-2,45,10596,1506562,Low,ISO9001;IATF16949,2024-02-06,68,None,SUP-002,Q3-2024,30627,28054,581,211632.57
PO-10194,SUP-078,Varna Electronics EAD,EMEA,Bulgaria,Electronic Components,SKU-EC-1031,7.18,37,75.8,2.35,64,Tier-3,30,24338,128868,High,ISO9001;RoHS,2024-01-18,41,Political instability flag,SUP-002,Q2-2023,48330,36634,1135,347009.4
PO-10195,SUP-079,Helios Pack Greece,EMEA,Greece,Packaging Materials,SKU-PM-1042,2.51,45,78.7,2.89,63,Tier-3,30,11086,550310,High,ISO9001,2023-10-23,38,Currency volatility flag,SUP-035,Q3-2023,43175,33978,1247,108369.25
PO-10196,SUP-080,Maghreb Castworks,EMEA,Morocco,Mechanical Components,SKU-MC-1034,3.0,18,63.8,2.24,64,Tier-3,30,20879,183167,High,ISO9001,2024-03-30,33,Regulatory enforcement pending,SUP-017,Q4-2024,48117,30698,1077,144351.0
PO-10197,SUP-081,Lisbon Polymer Lda,EMEA,Portugal,Raw Materials,SKU-RM-1033,10.48,20,86.3,0.63,67,Tier-2,45,9367,1227446,Low,ISO9001;REACH,2024-06-07,62,None,SUP-061,Q4-2024,27380,23628,172,286942.4
PO-10198,SUP-082,Veltara Packing Solutions,LATAM,Brazil,Packaging Materials,SKU-PM-1043,2.88,23,79.9,0.72,91,Tier-2,45,19761,1825140,High,FSC;ISO9001,2023-04-15,82,Regulatory enforcement pending,SUP-036,Q4-2023,47623,38050,342,137154.24
PO-10199,SUP-083,Sao Paulo Polymer,LATAM,Brazil,Raw Materials,SKU-RM-1034,11.4,13,90.5,2.23,74,Tier-2,45,16736,651163,High,ISO9001,2023-08-03,67,Regulatory enforcement pending,SUP-078,Q2-2023,32264,29198,719,367809.6
